Employee_ID,Rank,Name,Branch,Pool,Entry_type,8_yr_avg_eval,Appointment_history,Training_history,Promotion_history,promotion_status,DOB,current_appointment,appointed_since
200744,Commander,Jorah Sarek,Tactical Systems,Near Earth,Cadet,74.55,"Div Officer ISS Prometheus (18 MAY 2008 - 18 NOV 2012), Instructor - Advanced Systems College (18 NOV 2012 - 18 NOV 2015), Head of Deptt ISS Atlantis (18 FEB 2018 - 18 NOV 2021), Manager Hull Repair Yard Alpha / Post 5 (18 NOV 2022 -  )","Tactical Systems Specialization Course (18 NOV 2007 - 18 MAY 2008), Masters in Starship Engineering (18 NOV 2015 - 18 NOV 2017), Head of Department Refresher Course (18 NOV 2017 - 18 FEB 2018), Staff Course (Command and Staff College) (18 NOV 2021 - 18 OCT 2022)","Lieutenant (jg)(18 NOV 2007 - 18 NOV 2012), Lieutenant(18 NOV 2012 - 18 NOV 2017), Lieutenant Commander(18 NOV 2017 - 18 NOV 2022), Commander(18 NOV 2022 -  )",0,26/10/1928,Manager Hull Repair Yard Alpha / Post 5,18-Nov-22
200745,Commander,Varis Korin,Engineering,Near Earth,Cadet,76.58,"Div Officer ISS Titan (03 JUL 2006 - 03 JAN 2011), Instructor - Advanced Systems College (03 JAN 2011 - 03 JAN 2016), Head of Deptt ISS Prometheus (03 APR 2016 - 03 JAN 2020), Dy Director R&D - Deflector Shields / Post 3 (03 JAN 2021 -  )","Engineering Specialization Course (03 JAN 2006 - 03 JUL 2006), Head of Department Refresher Course (03 JAN 2016 - 03 APR 2016), Staff Course (Command and Staff College) (03 JAN 2020 - 03 DEC 2020)","Lieutenant (jg)(03 JAN 2006 - 03 JAN 2011), Lieutenant(03 JAN 2011 - 03 JAN 2016), Lieutenant Commander(03 JAN 2016 - 03 JAN 2021), Commander(03 JAN 2021 -  )",0,11/03/1909,Dy Director R&D - Deflector Shields / Post 3,03-Jan-21
200746,Commander,Varis Lox,Engineering,Near Earth,Graduate,74.56,"Div Officer ISS Prometheus (13 FEB 2004 - 13 AUG 2008), Instructor - Warp Technology Institute (13 AUG 2008 - 13 AUG 2011), Head of Deptt RS Nova (13 NOV 2013 - 13 AUG 2017), Manager Dockyard Complex Two / Post 6 (13 AUG 2018 -  )","Engineering Specialization Course (13 AUG 2003 - 13 FEB 2004), Masters in Starship Engineering (13 AUG 2011 - 13 AUG 2013), Head of Department Refresher Course (13 AUG 2013 - 13 NOV 2013), Staff Course (Command and Staff College) (13 AUG 2017 - 13 JUL 2018)","Lieutenant (jg)(13 AUG 2003 - 13 AUG 2008), Lieutenant(13 AUG 2008 - 13 AUG 2013), Lieutenant Commander(13 AUG 2013 - 13 AUG 2018), Commander(13 AUG 2018 -  )",0,07/12/1926,Manager Dockyard Complex Two / Post 6,13-Aug-18
200747,Commander,Tessa Lox,Engineering,Near Earth,Cadet,75.66,"Div Officer USS Eclipse (27 DEC 2006 - 27 JUN 2011), Instructor - Starfleet Science Academy (27 JUN 2011 - 27 JUN 2016), Head of Deptt USS Defiant (27 SEP 2016 - 27 JUN 2020), Manager Starbase Support Command Gamma / Post 6 (27 JUN 2021 -  )","Engineering Specialization Course (27 JUN 2006 - 27 DEC 2006), Head of Department Refresher Course (27 JUN 2016 - 27 SEP 2016), Staff Course (Command and Staff College) (27 JUN 2020 - 27 MAY 2021)","Lieutenant (jg)(27 JUN 2006 - 27 JUN 2011), Lieutenant(27 JUN 2011 - 27 JUN 2016), Lieutenant Commander(27 JUN 2016 - 27 JUN 2021), Commander(27 JUN 2021 -  )",0,10/11/1904,Manager Starbase Support Command Gamma / Post 6,27-Jun-21
200748,Commander,Jorah Lor,Engineering,Near Earth,Cadet,70,"Div Officer USS Dauntless (24 OCT 2005 - 24 APR 2010), Instructor - Enlisted Technical School (24 APR 2010 - 24 APR 2015), Head of Deptt RS Daedalus (24 JUL 2015 - 24 APR 2019), Staff Officer Field HQ - Engineering / Post 9 (24 APR 2020 -  )","Engineering Specialization Course (24 APR 2005 - 24 OCT 2005), Head of Department Refresher Course (24 APR 2015 - 24 JUL 2015), Staff Course (Command and Staff College) (24 APR 2019 - 24 MAR 2020)","Lieutenant (jg)(24 APR 2005 - 24 APR 2010), Lieutenant(24 APR 2010 - 24 APR 2015), Lieutenant Commander(24 APR 2015 - 24 APR 2020), Commander(24 APR 2020 -  )",0,27/09/1927,Staff Officer Field HQ - Engineering / Post 9,24-Apr-20
200749,Commander,Rysa Zal,Engineering,Planetary Surface,Cadet,78.16,"Div Officer SS Gateway (20 AUG 2003 - 20 FEB 2008), Asst Manager Dockyard Complex One (20 FEB 2008 - 20 FEB 2013), Head of Deptt SS Gateway (20 MAY 2013 - 20 FEB 2017), Manager Planetary Repair Depot Two / Post 6 (20 FEB 2018 -  )","Engineering Specialization Course (20 FEB 2003 - 20 AUG 2003), Head of Department Refresher Course (20 FEB 2013 - 20 MAY 2013), Staff Course (Command and Staff College) (20 FEB 2017 - 20 JAN 2018)","Lieutenant (jg)(20 FEB 2003 - 20 FEB 2008), Lieutenant(20 FEB 2008 - 20 FEB 2013), Lieutenant Commander(20 FEB 2013 - 20 FEB 2018), Commander(20 FEB 2018 -  )",0,02/03/1927,Manager Planetary Repair Depot Two / Post 6,20-Feb-18
200750,Commander,Soren Vant,Tactical Systems,Near Earth,Cadet,81.19,"Div Officer ISS Genesis (26 FEB 2004 - 26 AUG 2008), Instructor - Fleet Technical Training Center (26 AUG 2008 - 26 AUG 2013), Head of Deptt CS Meridian (26 NOV 2013 - 26 AUG 2017), Staff Officer Field HQ - Tactical Systems / Post 14 (26 AUG 2018 -  )","Tactical Systems Specialization Course (26 AUG 2003 - 26 FEB 2004), Head of Department Refresher Course (26 AUG 2013 - 26 NOV 2013), Staff Course (Command and Staff College) (26 AUG 2017 - 26 JUL 2018)","Lieutenant (jg)(26 AUG 2003 - 26 AUG 2008), Lieutenant(26 AUG 2008 - 26 AUG 2013), Lieutenant Commander(26 AUG 2013 - 26 AUG 2018), Commander(26 AUG 2018 -  )",0,27/09/1929,Staff Officer Field HQ - Tactical Systems / Post 14,26-Aug-18
200751,Commander,Halan Eron,Tactical Systems,Near Earth,Graduate,78.2,"Div Officer USS Horizon (26 MAR 2004 - 26 SEP 2008), Instructor - Starfleet Science Academy (26 SEP 2008 - 26 SEP 2013), Head of Deptt SS Prometheus (26 DEC 2013 - 26 SEP 2017), Dy Director R&D - Warp Field Dynamics / Post 2 (26 SEP 2018 -  )","Tactical Systems Specialization Course (26 SEP 2003 - 26 MAR 2004), Head of Department Refresher Course (26 SEP 2013 - 26 DEC 2013), Staff Course (Command and Staff College) (26 SEP 2017 - 26 AUG 2018)","Lieutenant (jg)(26 SEP 2003 - 26 SEP 2008), Lieutenant(26 SEP 2008 - 26 SEP 2013), Lieutenant Commander(26 SEP 2013 - 26 SEP 2018), Commander(26 SEP 2018 -  )",0,18/06/1909,Dy Director R&D - Warp Field Dynamics / Post 2,26-Sep-18
200752,Commander,Torin Voss,Hull Systems,Near Earth,Cadet,80.29,"Staff Officer SFHQ - Fleet Readiness (07 JAN 2005 - 07 JUL 2009), Staff Officer Field HQ - Hull Systems (07 JUL 2009 - 07 JUL 2014), Staff Officer Field HQ - Hull Systems (07 JUL 2014 - 07 JUL 2018), Manager Starbase Support Command Delta / Post 4 (07 JUL 2019 -  )","Hull Systems Specialization Course (07 JUL 2004 - 07 JAN 2005), Staff Course (Command and Staff College) (07 JUL 2018 - 07 JUN 2019)","Lieutenant (jg)(07 JUL 2004 - 07 JUL 2009), Lieutenant(07 JUL 2009 - 07 JUL 2014), Lieutenant Commander(07 JUL 2014 - 07 JUL 2019), Commander(07 JUL 2019 -  )",1,12/11/1930,Manager Starbase Support Command Delta / Post 4,07-Jul-19
200753,Commander,Halan Orrel,Tactical Systems,Planetary Surface,Cadet,78.13,"Div Officer CS Titan (11 JUN 2008 - 11 DEC 2012), Dy Manager Fleet Maintenance Wing Alpha (11 DEC 2012 - 11 DEC 2015), Head of Deptt ISS Genesis (11 MAR 2018 - 11 DEC 2021), Manager Fleet Maintenance Wing Alpha / Post 4 (11 DEC 2022 -  )","Tactical Systems Specialization Course (11 DEC 2007 - 11 JUN 2008), Masters in Starship Engineering (11 DEC 2015 - 11 DEC 2017), Head of Department Refresher Course (11 DEC 2017 - 11 MAR 2018), Staff Course (Command and Staff College) (11 DEC 2021 - 11 NOV 2022)","Lieutenant (jg)(11 DEC 2007 - 11 DEC 2012), Lieutenant(11 DEC 2012 - 11 DEC 2017), Lieutenant Commander(11 DEC 2017 - 11 DEC 2022), Commander(11 DEC 2022 -  )",0,06/05/1905,Manager Fleet Maintenance Wing Alpha / Post 4,11-Dec-22
200754,Commander,Xan Korin,Engineering,Deep Space,Cadet,76.7,"Div Officer USS Horizon (08 JUN 2005 - 08 DEC 2009), Instructor - Fleet Technical Training Center (08 DEC 2009 - 08 DEC 2012), Head of Deptt CS Titan (08 MAR 2015 - 08 DEC 2018), Manager Systems Maintenance Group Prime / Post 5 (08 DEC 2019 -  )","Engineering Specialization Course (08 DEC 2004 - 08 JUN 2005), Masters in Starship Engineering (08 DEC 2012 - 08 DEC 2014), Head of Department Refresher Course (08 DEC 2014 - 08 MAR 2015), Staff Course (Command and Staff College) (08 DEC 2018 - 08 NOV 2019)","Lieutenant (jg)(08 DEC 2004 - 08 DEC 2009), Lieutenant(08 DEC 2009 - 08 DEC 2014), Lieutenant Commander(08 DEC 2014 - 08 DEC 2019), Commander(08 DEC 2019 -  )",0,12/12/1929,Manager Systems Maintenance Group Prime / Post 5,08-Dec-19
200755,Commander,Varis Khan,Engineering,Near Earth,Cadet,73.91,"Div Officer RS Meridian (21 JUL 2006 - 21 JAN 2011), Instructor - Advanced Systems College (21 JAN 2011 - 21 JAN 2014), Head of Deptt USS Resolute (21 APR 2016 - 21 JAN 2020), Manager Systems Maintenance Group Prime / Post 6 (21 JAN 2021 -  )","Engineering Specialization Course (21 JAN 2006 - 21 JUL 2006), Masters in Starship Engineering (21 JAN 2014 - 21 JAN 2016), Head of Department Refresher Course (21 JAN 2016 - 21 APR 2016), Staff Course (Command and Staff College) (21 JAN 2020 - 21 DEC 2020)","Lieutenant (jg)(21 JAN 2006 - 21 JAN 2011), Lieutenant(21 JAN 2011 - 21 JAN 2016), Lieutenant Commander(21 JAN 2016 - 21 JAN 2021), Commander(21 JAN 2021 -  )",0,27/05/1926,Manager Systems Maintenance Group Prime / Post 6,21-Jan-21
200756,Commander,Keelan Gant,Engineering,Near Earth,Cadet,70,"Div Officer CS Nova (08 SEP 2004 - 08 MAR 2009), Dy Manager Fleet Maintenance Wing Alpha (08 MAR 2009 - 08 MAR 2014), Head of Deptt CS Horizon (08 JUN 2014 - 08 MAR 2018), Manager Hull Repair Yard Beta / Post 5 (08 MAR 2019 -  )","Engineering Specialization Course (08 MAR 2004 - 08 SEP 2004), Head of Department Refresher Course (08 MAR 2014 - 08 JUN 2014), Staff Course (Command and Staff College) (08 MAR 2018 - 08 FEB 2019)","Lieutenant (jg)(08 MAR 2004 - 08 MAR 2009), Lieutenant(08 MAR 2009 - 08 MAR 2014), Lieutenant Commander(08 MAR 2014 - 08 MAR 2019), Commander(08 MAR 2019 -  )",0,01/05/1931,Manager Hull Repair Yard Beta / Post 5,08-Mar-19
200757,Commander,Ari Kell,Tactical Systems,Near Earth,Cadet,80,"Div Officer USS Eclipse (17 FEB 2007 - 17 AUG 2011), Dy Manager Planetary Repair Depot One (17 AUG 2011 - 17 AUG 2016), Head of Deptt SS Atlantis (17 NOV 2016 - 17 AUG 2020), Manager Planetary Repair Depot One / Post 3 (17 AUG 2021 -  )","Tactical Systems Specialization Course (17 AUG 2006 - 17 FEB 2007), Head of Department Refresher Course (17 AUG 2016 - 17 NOV 2016), Staff Course (Command and Staff College) (17 AUG 2020 - 17 JUL 2021)","Lieutenant (jg)(17 AUG 2006 - 17 AUG 2011), Lieutenant(17 AUG 2011 - 17 AUG 2016), Lieutenant Commander(17 AUG 2016 - 17 AUG 2021), Commander(17 AUG 2021 -  )",0,14/05/1929,Manager Planetary Repair Depot One / Post 3,17-Aug-21
200758,Commander,Zorin Voss,Hull Systems,Near Earth,Graduate,81.9,"Staff Officer R&D - Hull Integrity (20 NOV 2005 - 20 MAY 2010), Asst Manager Hull Repair Yard Alpha (20 MAY 2010 - 20 MAY 2015), Dy Manager Planetary Repair Depot Two (20 MAY 2015 - 20 MAY 2019), Dy Director SFHQ - Systems Integration / Post 3 (20 MAY 2020 -  )","Hull Systems Specialization Course (20 MAY 2005 - 20 NOV 2005), Staff Course (Command and Staff College) (20 MAY 2019 - 20 APR 2020)","Lieutenant (jg)(20 MAY 2005 - 20 MAY 2010), Lieutenant(20 MAY 2010 - 20 MAY 2015), Lieutenant Commander(20 MAY 2015 - 20 MAY 2020), Commander(20 MAY 2020 -  )",0,28/12/1909,Dy Director SFHQ - Systems Integration / Post 3,20-May-20
200759,Commander,Lirin Tal,Tactical Systems,Near Earth,Cadet,75.34,"Div Officer RS Titan (26 JAN 2004 - 26 JUL 2008), Asst Manager Starbase Support Command Delta (26 JUL 2008 - 26 JUL 2013), Head of Deptt ISS Atlantis (26 OCT 2013 - 26 JUL 2017), Dy Director SFHQ - Doctrine and Development / Post 2 (26 JUL 2018 -  )","Tactical Systems Specialization Course (26 JUL 2003 - 26 JAN 2004), Head of Department Refresher Course (26 JUL 2013 - 26 OCT 2013), Staff Course (Command and Staff College) (26 JUL 2017 - 26 JUN 2018)","Lieutenant (jg)(26 JUL 2003 - 26 JUL 2008), Lieutenant(26 JUL 2008 - 26 JUL 2013), Lieutenant Commander(26 JUL 2013 - 26 JUL 2018), Commander(26 JUL 2018 -  )",0,19/09/1928,Dy Director SFHQ - Doctrine and Development / Post 2,26-Jul-18
200760,Commander,Jorah Khan,Engineering,Near Earth,Cadet,78.92,"Div Officer RS Prometheus (04 FEB 2007 - 04 AUG 2011), Instructor - Enlisted Technical School (04 AUG 2011 - 04 AUG 2016), Head of Deptt RS Titan (04 NOV 2016 - 04 AUG 2020), Training Officer - Starfleet Engineering Academy / Post 2 (04 AUG 2021 -  )","Engineering Specialization Course (04 AUG 2006 - 04 FEB 2007), Head of Department Refresher Course (04 AUG 2016 - 04 NOV 2016), Staff Course (Command and Staff College) (04 AUG 2020 - 04 JUL 2021)","Lieutenant (jg)(04 AUG 2006 - 04 AUG 2011), Lieutenant(04 AUG 2011 - 04 AUG 2016), Lieutenant Commander(04 AUG 2016 - 04 AUG 2021), Commander(04 AUG 2021 -  )",0,07/09/1929,Training Officer - Starfleet Engineering Academy / Post 2,04-Aug-21
200761,Commander,Ari Quinn,Engineering,Near Earth,Cadet,76.2,"Div Officer ISS Pioneer (08 OCT 2003 - 08 APR 2008), Instructor - Starfleet Science Academy (08 APR 2008 - 08 APR 2013), Head of Deptt RS Genesis (08 JUL 2013 - 08 APR 2017), Training Officer - Starfleet Science Academy / Post 2 (08 APR 2018 -  )","Engineering Specialization Course (08 APR 2003 - 08 OCT 2003), Head of Department Refresher Course (08 APR 2013 - 08 JUL 2013), Staff Course (Command and Staff College) (08 APR 2017 - 08 MAR 2018)","Lieutenant (jg)(08 APR 2003 - 08 APR 2008), Lieutenant(08 APR 2008 - 08 APR 2013), Lieutenant Commander(08 APR 2013 - 08 APR 2018), Commander(08 APR 2018 -  )",0,24/03/1937,Training Officer - Starfleet Science Academy / Post 2,08-Apr-18
200762,Commander,Tessa Neris,Tactical Systems,Near Earth,Cadet,74.85,"Div Officer SS Prometheus (10 JUN 2006 - 10 DEC 2010), Instructor - Warp Technology Institute (10 DEC 2010 - 10 DEC 2013), Head of Deptt CS Titan (10 MAR 2016 - 10 DEC 2019), Dy Director SFHQ - Doctrine and Development / Post 3 (10 DEC 2020 -  )","Tactical Systems Specialization Course (10 DEC 2005 - 10 JUN 2006), Masters in Starship Engineering (10 DEC 2013 - 10 DEC 2015), Head of Department Refresher Course (10 DEC 2015 - 10 MAR 2016), Staff Course (Command and Staff College) (10 DEC 2019 - 10 NOV 2020)","Lieutenant (jg)(10 DEC 2005 - 10 DEC 2010), Lieutenant(10 DEC 2010 - 10 DEC 2015), Lieutenant Commander(10 DEC 2015 - 10 DEC 2020), Commander(10 DEC 2020 -  )",0,31/08/1909,Dy Director SFHQ - Doctrine and Development / Post 3,10-Dec-20
200763,Lieutenant Commander,Korr Syl,Engineering,Near Earth,Direct Enlist,74.3,"Asst Manager Planetary Repair Depot One (20 JUL 2011 - 20 JUL 2016), Dy Manager Fleet Maintenance Wing Alpha (20 JUL 2016 - 20 JUL 2021), Dy Manager Hull Repair Yard Beta / Post 6 (20 JUL 2021 -  )",,"Lieutenant (jg)(20 JUL 2011 - 20 JUL 2016), Lieutenant(20 JUL 2016 - 20 JUL 2021), Lieutenant Commander(20 JUL 2021 -  )",0,24/06/1933,Dy Manager Hull Repair Yard Beta / Post 6,20-Jul-21
200764,Commander,Quell Lor,Tactical Systems,Near Earth,Cadet,78.25,"Div Officer CS Genesis (03 FEB 2005 - 03 AUG 2009), Instructor - Starfleet Hull School (03 AUG 2009 - 03 AUG 2014), Head of Deptt CS Horizon (03 NOV 2014 - 03 AUG 2018), Manager Dockyard Complex One / Post 4 (03 AUG 2019 -  )","Tactical Systems Specialization Course (03 AUG 2004 - 03 FEB 2005), Head of Department Refresher Course (03 AUG 2014 - 03 NOV 2014), Staff Course (Command and Staff College) (03 AUG 2018 - 03 JUL 2019)","Lieutenant (jg)(03 AUG 2004 - 03 AUG 2009), Lieutenant(03 AUG 2009 - 03 AUG 2014), Lieutenant Commander(03 AUG 2014 - 03 AUG 2019), Commander(03 AUG 2019 -  )",0,27/05/1907,Manager Dockyard Complex One / Post 4,03-Aug-19
200765,Commander,Soren Sarek,Hull Systems,Near Earth,Cadet,73.5,"Instructor - Enlisted Technical School (02 DEC 2006 - 02 JUN 2011), Dy Manager Dockyard Complex One (02 JUN 2011 - 02 JUN 2016), Training Officer - Systems Design College (02 JUN 2016 - 02 JUN 2020), Manager Fleet Maintenance Wing Alpha / Post 5 (02 JUN 2021 -  )","Hull Systems Specialization Course (02 JUN 2006 - 02 DEC 2006), Staff Course (Command and Staff College) (02 JUN 2020 - 02 MAY 2021)","Lieutenant (jg)(02 JUN 2006 - 02 JUN 2011), Lieutenant(02 JUN 2011 - 02 JUN 2016), Lieutenant Commander(02 JUN 2016 - 02 JUN 2021), Commander(02 JUN 2021 -  )",0,21/05/1928,Manager Fleet Maintenance Wing Alpha / Post 5,02-Jun-21
200766,Commander,Zorin Sonar,Tactical Systems,Near Earth,Cadet,70,"Div Officer USS Defiant (25 MAR 2004 - 25 SEP 2008), Instructor - Starfleet Science Academy (25 SEP 2008 - 25 SEP 2011), Head of Deptt ISS Titan (25 DEC 2013 - 25 SEP 2017), Dy Director SFHQ - Technical Policy / Post 3 (25 SEP 2018 -  )","Tactical Systems Specialization Course (25 SEP 2003 - 25 MAR 2004), Masters in Starship Engineering (25 SEP 2011 - 25 SEP 2013), Head of Department Refresher Course (25 SEP 2013 - 25 DEC 2013), Staff Course (Command and Staff College) (25 SEP 2017 - 25 AUG 2018)","Lieutenant (jg)(25 SEP 2003 - 25 SEP 2008), Lieutenant(25 SEP 2008 - 25 SEP 2013), Lieutenant Commander(25 SEP 2013 - 25 SEP 2018), Commander(25 SEP 2018 -  )",0,14/11/1926,Dy Director SFHQ - Technical Policy / Post 3,25-Sep-18
200767,Commander,Rian Taran,Tactical Systems,Deep Space,Graduate,79.13,"Div Officer RS Titan (16 MAR 2007 - 16 SEP 2011), Instructor - Warp Technology Institute (16 SEP 2011 - 16 SEP 2014), Head of Deptt ISS Nova (16 DEC 2016 - 16 SEP 2020), Manager Systems Maintenance Group Sigma / Post 3 (16 SEP 2021 -  )","Tactical Systems Specialization Course (16 SEP 2006 - 16 MAR 2007), Masters in Starship Engineering (16 SEP 2014 - 16 SEP 2016), Head of Department Refresher Course (16 SEP 2016 - 16 DEC 2016), Staff Course (Command and Staff College) (16 SEP 2020 - 16 AUG 2021)","Lieutenant (jg)(16 SEP 2006 - 16 SEP 2011), Lieutenant(16 SEP 2011 - 16 SEP 2016), Lieutenant Commander(16 SEP 2016 - 16 SEP 2021), Commander(16 SEP 2021 -  )",0,22/12/1927,Manager Systems Maintenance Group Sigma / Post 3,16-Sep-21
200768,Commander,Soren Syl,Hull Systems,Near Earth,Cadet,76.27,"Staff Officer R&D - Plasma Systems (15 JUN 2007 - 15 DEC 2011), Instructor - Starfleet Engineering Academy (15 DEC 2011 - 15 DEC 2016), Dy Manager Starbase Support Command Delta (15 DEC 2016 - 15 DEC 2020), Dy Director SFHQ - Operations Analysis / Post 4 (15 DEC 2021 -  )","Hull Systems Specialization Course (15 DEC 2006 - 15 JUN 2007), Staff Course (Command and Staff College) (15 DEC 2020 - 15 NOV 2021)","Lieutenant (jg)(15 DEC 2006 - 15 DEC 2011), Lieutenant(15 DEC 2011 - 15 DEC 2016), Lieutenant Commander(15 DEC 2016 - 15 DEC 2021), Commander(15 DEC 2021 -  )",0,12/11/1935,Dy Director SFHQ - Operations Analysis / Post 4,15-Dec-21
200769,Commander,Keelan Merrin,Engineering,Near Earth,Cadet,71.8,"Div Officer CS Genesis (20 OCT 2003 - 20 APR 2008), Instructor - Fleet Technical Training Center (20 APR 2008 - 20 APR 2013), Head of Deptt CS Atlantis (20 JUL 2013 - 20 APR 2017), Training Officer - Starfleet Science Academy / Post 3 (20 APR 2018 -  )","Engineering Specialization Course (20 APR 2003 - 20 OCT 2003), Head of Department Refresher Course (20 APR 2013 - 20 JUL 2013), Staff Course (Command and Staff College) (20 APR 2017 - 20 MAR 2018)","Lieutenant (jg)(20 APR 2003 - 20 APR 2008), Lieutenant(20 APR 2008 - 20 APR 2013), Lieutenant Commander(20 APR 2013 - 20 APR 2018), Commander(20 APR 2018 -  )",0,15/12/1909,Training Officer - Starfleet Science Academy / Post 3,20-Apr-18
200770,Commander,Kara Tyre,Engineering,Near Earth,Cadet,77.7,"Div Officer CS Gateway (20 DEC 2003 - 20 JUN 2008), Dy Manager Fleet Maintenance Wing Alpha (20 JUN 2008 - 20 JUN 2011), Head of Deptt SS Nova (20 SEP 2013 - 20 JUN 2017), Training Officer - Systems Design College / Post 4 (20 JUN 2018 -  )","Engineering Specialization Course (20 JUN 2003 - 20 DEC 2003), Masters in Starship Engineering (20 JUN 2011 - 20 JUN 2013), Head of Department Refresher Course (20 JUN 2013 - 20 SEP 2013), Staff Course (Command and Staff College) (20 JUN 2017 - 20 MAY 2018)","Lieutenant (jg)(20 JUN 2003 - 20 JUN 2008), Lieutenant(20 JUN 2008 - 20 JUN 2013), Lieutenant Commander(20 JUN 2013 - 20 JUN 2018), Commander(20 JUN 2018 -  )",0,01/10/1908,Training Officer - Systems Design College / Post 4,20-Jun-18
200771,Commander,Varis Tal,Hull Systems,Near Earth,Cadet,75.25,"Staff Officer R&D - Structural Materials (18 JAN 2007 - 18 JUL 2011), Instructor - Fleet Technical Training Center (18 JUL 2011 - 18 JUL 2016), Dy Manager Hull Repair Yard Beta (18 JUL 2016 - 18 JUL 2020), Manager Systems Maintenance Group Sigma / Post 4 (18 JUL 2021 -  )","Hull Systems Specialization Course (18 JUL 2006 - 18 JAN 2007), Staff Course (Command and Staff College) (18 JUL 2020 - 18 JUN 2021)","Lieutenant (jg)(18 JUL 2006 - 18 JUL 2011), Lieutenant(18 JUL 2011 - 18 JUL 2016), Lieutenant Commander(18 JUL 2016 - 18 JUL 2021), Commander(18 JUL 2021 -  )",0,29/12/1932,Manager Systems Maintenance Group Sigma / Post 4,18-Jul-21
200772,Commander,Jarek Taran,Engineering,Near Earth,Cadet,72.05,"Div Officer CS Horizon (09 MAR 2007 - 09 SEP 2011), Asst Manager Systems Maintenance Group Sigma (09 SEP 2011 - 09 SEP 2014), Head of Deptt RS Titan (09 DEC 2016 - 09 SEP 2020), Dy Director SFHQ - Resource Management / Post 3 (09 SEP 2021 -  )","Engineering Specialization Course (09 SEP 2006 - 09 MAR 2007), Masters in Starship Engineering (09 SEP 2014 - 09 SEP 2016), Head of Department Refresher Course (09 SEP 2016 - 09 DEC 2016), Staff Course (Command and Staff College) (09 SEP 2020 - 09 AUG 2021)","Lieutenant (jg)(09 SEP 2006 - 09 SEP 2011), Lieutenant(09 SEP 2011 - 09 SEP 2016), Lieutenant Commander(09 SEP 2016 - 09 SEP 2021), Commander(09 SEP 2021 -  )",0,25/11/1928,Dy Director SFHQ - Resource Management / Post 3,09-Sep-21
200773,Commander,Korr Orrel,Tactical Systems,Near Earth,Cadet,78.67,"Div Officer USS Prometheus (28 AUG 2004 - 28 FEB 2009), Instructor - Starfleet Science Academy (28 FEB 2009 - 28 FEB 2012), Head of Deptt SS Gateway (28 MAY 2014 - 28 FEB 2018), Manager Fleet Maintenance Wing Alpha / Post 6 (28 FEB 2019 -  )","Tactical Systems Specialization Course (28 FEB 2004 - 28 AUG 2004), Masters in Starship Engineering (28 FEB 2012 - 28 FEB 2014), Head of Department Refresher Course (28 FEB 2014 - 28 MAY 2014), Staff Course (Command and Staff College) (28 FEB 2018 - 28 JAN 2019)","Lieutenant (jg)(28 FEB 2004 - 28 FEB 2009), Lieutenant(28 FEB 2009 - 28 FEB 2014), Lieutenant Commander(28 FEB 2014 - 28 FEB 2019), Commander(28 FEB 2019 -  )",0,14/10/1930,Manager Fleet Maintenance Wing Alpha / Post 6,28-Feb-19
200774,Commander,Lara Lox,Engineering,Near Earth,Cadet,77.47,"Div Officer RS Genesis (04 SEP 2004 - 04 MAR 2009), Asst Manager Planetary Repair Depot Two (04 MAR 2009 - 04 MAR 2014), Head of Deptt SS Meridian (04 JUN 2014 - 04 MAR 2018), Manager Systems Maintenance Group Sigma / Post 5 (04 MAR 2019 -  )","Engineering Specialization Course (04 MAR 2004 - 04 SEP 2004), Head of Department Refresher Course (04 MAR 2014 - 04 JUN 2014), Staff Course (Command and Staff College) (04 MAR 2018 - 04 FEB 2019)","Lieutenant (jg)(04 MAR 2004 - 04 MAR 2009), Lieutenant(04 MAR 2009 - 04 MAR 2014), Lieutenant Commander(04 MAR 2014 - 04 MAR 2019), Commander(04 MAR 2019 -  )",0,11/11/1909,Manager Systems Maintenance Group Sigma / Post 5,04-Mar-19
200775,Commander,Galen Taran,Tactical Systems,Near Earth,Cadet,76.56,"Div Officer CS Genesis (17 SEP 2003 - 17 MAR 2008), Instructor - Enlisted Technical School (17 MAR 2008 - 17 MAR 2013), Head of Deptt USS Aurora (17 JUN 2013 - 17 MAR 2017), Dy Director SFHQ - Technical Policy / Post 4 (17 MAR 2018 -  )","Tactical Systems Specialization Course (17 MAR 2003 - 17 SEP 2003), Head of Department Refresher Course (17 MAR 2013 - 17 JUN 2013), Staff Course (Command and Staff College) (17 MAR 2017 - 17 FEB 2018)","Lieutenant (jg)(17 MAR 2003 - 17 MAR 2008), Lieutenant(17 MAR 2008 - 17 MAR 2013), Lieutenant Commander(17 MAR 2013 - 17 MAR 2018), Commander(17 MAR 2018 -  )",0,09/12/1932,Dy Director SFHQ - Technical Policy / Post 4,17-Mar-18
